KMZFCEYPMHASXAYWQZUK,6.1,1.6,4.2,4.8,6.8,7.4,4.8,0.6,2.8,9.0,8.8,4.9,3.5,0.5,8.5
DPQTNMWDAWGWNJEVWAHL,6.4,9.8,7.9,0.9,3.9,4.7,8.9,8.9,7.7,6.2,3.7,6.3,0.9,6.8,8.2
VTCIZJZTHJUOVZGYQZLV,5.2,8.6,0.5,2.7,7.2,0.7,1.8,7.0,1.5,4.6,2.9,7.3,8.1,8.8,5.5
ETWQOTDTKFOOWNSNJZJR,5.0,4.9,0.2,4.7,7.7,2.6,5.3,7.4,3.1,3.6,3.6,8.9,6.9,1.9,2.7
IZHELEZVHNEXXCDMBBMR,7.5,9.1,4.5,5.5,5.0,4.0,6.3,0.4,4.7,4.0,3.0,7.2,2.4,4.7,0.5
FXBBXLAPGBPRRHGMXEBN,3.8,9.1,0.9,1.5,3.5,6.1,9.1,1.1,9.9,0.7,1.6,5.7,7.7,0.6,7.4
NWXDIDRPJNMPHVEQNOBX,6.0,5.6,0.8,2.5,2.2,7.0,6.7,8.0,5.0,6.1,8.4,4.8,4.3,9.9,8.8
XXKLORQJIEREAITRYRBW,3.3,2.8,4.0,3.1,0.3,6.0,1.2,6.4,9.2,3.9,4.2,1.3,9.5,9.5,0.7
MIKICPQIQWTCCVKOPRQA,8.3,3.6,0.7,9.1,7.6,2.4,8.7,8.3,1.2,6.5,2.8,6.3,3.6,9.0,0.3
OSKDWOZCBQORZWJBVDKD,6.0,6.5,1.3,7.2,1.6,0.5,8.0,4.2,4.7,9.3,5.7,5.3,3.5,6.0,5.3
ENSQJJBJZAVUBMCTWDIH,5.1,0.1,4.5,3.0,7.5,9.5,6.3,5.2,8.7,4.9,0.1,8.3,9.2,9.8,7.9
XINXWETDUQCXQWXAHDRS,2.7,3.2,8.6,9.3,2.0,6.1,8.3,3.1,3.0,4.5,0.3,2.3,0.3,3.4,3.4
RHFDINSIRNJZXVMBZIYX,6.5,5.8,9.9,9.2,6.0,0.7,4.8,6.2,1.8,6.5,0.9,1.3,9.5,9.8,9.3
DOXCTUOSWKIOJOJBPWIP,3.5,3.2,6.0,1.1,4.1,3.7,7.9,6.1,2.2,8.6,0.9,5.0,3.2,0.7,0.7
NAKCAESGLAKYCNVXPVSL,8.0,5.1,5.9,4.1,3.1,9.0,7.3,8.5,4.3,2.8,4.6,4.8,8.8,5.6,3.7
LWKOFNIMKAVMXYBXZXWM,9.1,8.1,7.9,8.4,7.7,8.8,6.9,3.5,4.5,7.3,3.2,0.1,0.5,2.8,3.8
MCHQDJEZCNTXRZVVGJVR,8.8,0.5,3.5,4.1,6.4,0.9,4.7,3.8,3.1,1.5,8.1,8.2,9.1,0.3,6.1
EWOZZAPYWXDMTAKYXUQF,1.5,6.4,4.3,8.9,7.5,9.8,0.7,0.4,5.0,7.3,6.0,6.2,7.9,4.0,2.9
OOZOSUBYQQWKPRXCKVRH,2.8,3.9,9.2,1.0,6.6,8.8,6.1,8.8,7.0,3.3,0.9,4.0,5.2,8.2,6.4
DDPKAYYOPGKMZJSXHFBX,7.9,5.4,8.8,6.5,6.1,0.4,8.9,9.0,8.2,7.2,1.1,8.8,8.5,1.5,5.2
CJNIVJETDVAMUZDOGGZI,3.4,8.3,8.4,8.8,0.3,9.1,7.4,8.7,5.2,6.2,1.4,8.5,2.8,4.4,2.9
YIEXZFALDLFSIIDFUBBP,6.9,3.1,5.6,5.3,1.3,2.1,9.7,0.4,2.2,5.0,2.6,8.1,0.5,2.7,0.1
EPQTRRIVQMFNBYSNRHWZ,5.3,7.5,6.6,2.7,9.0,3.5,3.6,4.7,6.3,6.8,3.8,0.1,1.5,6.0,0.5
EILEWIZHLOQDBUSAMUBH,6.1,2.8,1.9,1.2,7.6,7.8,9.1,9.9,7.5,9.2,2.6,0.5,5.2,7.7,8.8
HHMGIZYUKLKYRIAELDWE,1.9,7.8,1.8,6.1,0.9,2.3,0.2,7.3,8.0,5.4,0.6,0.8,3.9,1.7,3.4
WIUIFMCSSKXFFMCDIXXZ,4.2,3.5,5.4,2.5,9.6,2.4,7.9,4.1,0.5,2.5,3.1,9.4,9.0,7.0,1.9
XBWSINGAJMQYLNRJKCGO,9.9,9.4,9.3,3.5,8.4,0.8,0.3,0.6,4.2,6.8,6.4,9.8,8.6,2.0,5.8
LBZITTGMMLPIFXCMBJNP,7.8,4.9,9.1,1.5,6.9,1.8,9.3,3.4,7.1,6.9,3.2,0.3,7.7,5.9,5.3
ICJFIQGYPICDPOSMWLSI,1.0,5.1,6.0,1.4,4.2,8.7,1.6,0.4,7.7,9.2,6.7,4.6,8.0,0.3,5.1
GMZCNDDJTFULMXWIBVZT,10.0,0.4,0.4,1.0,4.6,6.9,7.7,8.0,2.0,9.3,3.5,1.6,9.9,9.3,3.9
THQHUOTNTEZQFEMLNHMK,3.9,3.3,7.2,1.1,6.1,5.9,6.5,3.4,7.5,7.6,1.9,7.9,9.6,2.3,0.5
JSTDFZDJZCVHGYQAWXKU,8.5,0.1,1.0,7.2,0.5,2.4,6.3,9.8,8.5,5.3,9.6,9.2,9.6,2.7,5.1
ETJLDOQMTBFKJVQUJDTU,8.4,0.4,1.3,0.1,7.2,9.2,3.2,8.3,1.9,0.9,7.6,9.5,5.5,9.1,6.5
RVGDSRQRHFQXVOIYVVKG,5.0,5.4,8.7,8.9,2.4,1.5,3.3,1.2,5.6,0.4,9.4,2.6,3.3,5.9,4.1
OJWUMYQFFGOWFZJTJEGS,5.5,4.3,9.5,2.6,3.0,4.9,6.7,9.0,4.2,9.6,6.4,8.3,8.3,3.9,4.1
ROXDIALCNHTEOOEJXAAE,3.1,1.6,6.9,5.1,3.2,1.2,8.6,3.3,0.4,5.1,5.9,0.5,0.2,3.0,8.1
JHCKWCZFQSDMQZCMCLPT,9.1,4.6,1.9,9.3,5.7,2.9,6.8,2.5,5.0,7.5,7.2,1.5,5.8,5.2,7.5
THIXKGWWSAXHYOMGIJRU,1.6,0.5,6.1,7.5,2.2,0.1,0.5,1.9,6.7,1.0,3.5,3.0,2.4,6.0,2.4
TKYEERHNUCFLLMGRYPEP,6.9,8.9,6.8,3.3,9.1,1.8,8.9,3.9,8.8,8.8,9.3,4.9,8.5,3.5,0.4
XACBWQXGCGFNZZKPEGFQ,0.3,6.1,3.6,8.5,9.2,4.1,7.5,5.0,5.6,0.6,0.8,8.6,9.5,5.6,2.2
MDGSVPNJVLTQSKSWZVWA,3.8,7.7,2.6,2.2,2.9,7.1,6.1,4.3,2.6,7.4,3.3,0.4,6.7,4.9,1.9
FAHRCULBWRYXAJHXSRSP,2.1,0.0,2.1,3.4,8.1,8.9,9.6,8.1,0.4,4.7,6.6,1.7,9.4,1.1,1.3
DIUVSRMWDIWUSNRHWNAA,5.2,6.9,0.6,5.3,8.5,5.3,2.9,4.7,7.1,4.3,8.0,8.8,1.0,2.3,6.8
XWPHOQUVFLIWZTTWYFLE,2.2,1.5,3.8,9.1,5.4,8.8,1.8,8.8,8.9,9.3,6.3,7.3,7.6,8.9,5.6
BPJLLXFXOYNPBJWJMJIS,0.7,4.2,1.3,1.0,2.9,6.1,6.3,8.7,6.7,7.4,5.4,8.6,1.7,9.0,0.1
ONDFBHVFRDVBDWTOBQMT,0.5,3.1,2.8,1.8,6.9,4.9,3.5,4.3,3.2,8.1,9.5,6.8,9.2,2.8,8.1
NRHBIZKYXYEVAZEMQADJ,6.2,0.8,9.2,2.6,7.3,9.9,5.3,7.1,5.6,2.4,2.5,2.8,0.4,2.0,3.2
LMCKYBGMFIMAFAJOJWRW,8.8,7.6,7.8,7.5,1.1,2.0,0.9,5.6,1.9,8.2,0.7,5.4,9.9,7.3,8.0
TYODILLSYUPXEDLBXQAL,3.3,9.8,6.4,1.2,1.0,0.4,5.3,1.7,7.5,0.4,4.2,3.2,1.2,5.7,0.4
CQKKXTEVAHFVTYMVMUTO,3.9,0.7,5.6,8.2,4.2,4.4,9.9,8.6,7.5,3.1,4.5,3.8,1.5,8.6,9.0
JZBEAMGZZWSPSHTLXDDF,1.7,6.9,9.7,4.9,0.9,6.7,7.5,7.9,8.3,4.5,1.1,4.5,6.3,5.8,5.6
ZTPPBUCJELHZCLNWXBGB,9.6,6.4,7.8,0.3,7.9,1.2,2.1,7.3,0.2,4.5,7.4,9.9,0.0,8.2,4.0
KPKLYILRFNZEALVCTZYC,0.9,10.0,4.7,9.9,3.5,0.6,2.9,8.0,9.5,7.2,5.5,8.9,2.7,5.8,3.8
EUEYWIBNGUJCWTTZAMDO,5.8,9.1,4.8,6.9,5.2,8.6,4.7,7.6,0.4,2.1,1.7,0.0,4.8,9.5,0.9
TDSSCHTESDHDMWUGTBTG,8.1,9.8,4.6,5.7,0.8,2.8,0.2,5.9,6.2,9.2,8.0,4.9,0.1,4.3,9.6
OQSDNWCLSLGBXAJNMZCU,7.1,4.9,6.0,7.6,7.9,6.1,7.9,8.1,7.9,7.8,5.0,0.3,8.0,9.7,6.2
BLFKELWUCYPASNRLRUNB,4.1,9.7,5.5,3.6,6.6,7.7,9.9,6.3,6.2,0.1,1.9,6.9,6.0,8.6,3.5
PIUXGQBQEZCOWFPSRUYE,1.6,4.4,0.0,3.4,6.4,0.2,1.0,6.0,9.1,8.7,1.2,4.6,1.6,1.3,4.8
ZBJUNVEFFWYNEZRVEMAJ,5.6,5.6,5.1,6.1,7.3,5.4,8.3,9.8,7.6,2.9,6.8,2.9,4.9,0.1,7.2
XLJXRMCOYIDGXNZQGKSB,6.5,8.4,2.1,2.1,8.6,6.8,4.8,0.6,0.8,2.6,0.3,5.8,5.3,9.5,4.1
JUOYQLKAWKPLQCRNWASH,5.4,8.8,3.8,6.5,0.6,8.8,0.6,1.7,3.2,8.7,8.9,9.9,3.9,7.0,5.0
XDTVOKRQMFNEHHUKNGET,1.9,8.7,9.1,4.1,7.1,0.5,9.3,9.3,1.1,1.0,9.3,3.7,3.8,2.4,5.5
OMMDKXGOAZBFNZPAIUWB,8.0,0.9,6.2,2.3,8.6,8.6,9.1,1.2,7.4,3.0,6.5,9.2,8.5,4.3,3.2
RNLAXKEMSAAZWNRITBHY,2.5,7.4,6.5,9.8,8.8,6.8,4.2,5.4,7.3,7.3,7.3,5.8,3.0,6.1,9.0
MWKPOMYUVNIAOHAMFPOK,3.9,7.2,7.3,9.7,3.3,2.0,8.8,0.3,4.8,7.4,7.8,7.0,9.5,3.9,6.7
QFKCPQSQDBMHMRDPVOSB,7.7,9.4,0.4,6.3,10.0,1.6,0.9,5.0,3.3,0.1,3.9,7.9,7.9,5.4,3.2
ELFPIVCJAJFNIGCIYKQX,1.6,7.2,7.4,5.3,7.4,5.8,1.2,4.0,9.4,4.4,4.9,2.6,2.6,2.4,5.4
ZEXPUPROFLVWYBIOYWCL,0.4,5.1,3.5,0.9,2.3,2.9,9.8,7.6,3.7,6.9,7.7,6.4,4.5,9.4,3.9
EACDAFOYZLQQYITFEYNB,7.8,2.6,8.6,0.4,8.0,5.7,8.8,9.6,8.8,0.2,5.5,5.8,5.6,3.0,6.1
HWNLZLGHBNQPYIMZMUFD,4.0,1.1,6.5,9.7,7.0,3.4,8.6,6.8,7.2,5.0,1.9,6.8,8.6,5.5,1.7
PARNSRADWWZQKKLXHPIE,5.8,7.1,4.8,1.0,3.6,7.4,0.4,4.9,4.4,3.4,8.6,9.9,9.0,5.2,7.2
CZTFBLVSETVXXQLGWPLG,3.7,8.6,4.7,0.9,8.5,2.8,9.9,9.3,7.0,0.0,2.2,3.6,4.6,4.9,3.4
SKPPETDTRHXRAROLJXWB,4.0,5.7,2.6,1.1,0.2,6.6,5.2,3.7,9.0,8.5,0.2,9.7,4.5,3.7,7.3
KOVQNPPAEYGFSWAMAYUH,2.4,0.5,3.1,9.8,8.0,7.3,4.9,4.0,0.5,7.6,4.9,6.9,0.4,1.0,3.7
JXUKWXXVPFKCIQDJDNCD,1.7,9.7,6.0,5.4,0.2,7.2,6.8,5.7,3.1,5.8,0.6,7.6,0.2,9.1,2.2
IKEPANHDSBZLTRWKKCUO,8.8,6.8,7.8,0.6,0.1,7.7,0.2,8.5,8.9,5.4,3.6,7.3,2.4,4.8,4.1
XSCPDWBFYTZDHDCGQKER,2.5,3.4,8.6,2.4,3.1,6.1,5.0,6.9,6.2,8.8,9.6,0.7,0.6,8.6,1.4
AWVVUAWOJHGANLDPFSXS,3.8,7.8,2.2,9.8,0.2,9.4,0.4,0.8,4.3,5.9,0.1,2.8,1.0,6.5,9.8
EMQLMBQWIFJPKRAJCXWQ,7.8,9.1,2.9,2.3,8.9,1.5,6.0,6.4,4.1,6.2,8.3,0.0,3.5,9.7,5.1
HSKPNAMSBSQWKWLABNBK,8.4,9.1,5.8,4.7,3.6,7.8,2.7,3.1,9.5,6.3,6.2,4.5,8.1,1.1,2.9
FMYITYVPOSBELGWERMZK,1.3,5.4,4.9,2.9,9.1,4.9,9.9,9.8,8.3,5.0,7.3,0.3,0.8,6.6,7.9
LRVTVAGFRAMNLLHENPEE,2.4,0.1,0.2,3.3,2.9,5.8,4.0,5.2,8.4,4.1,5.0,8.5,0.7,5.3,1.4
XKQIWWFDYFPVTJUCCSAY,9.1,0.9,4.0,0.4,8.5,0.7,3.3,9.4,0.5,5.6,4.5,9.6,0.0,6.0,4.8
OCHAJAOHUZHLDKFOIZBL,8.9,6.9,9.8,1.2,1.9,1.9,6.3,4.7,1.3,3.8,3.0,7.5,1.1,8.9,3.0
WKQYQYMJOLDREMGPLXNN,8.1,4.8,3.0,8.6,2.7,5.3,5.1,0.1,1.2,1.7,0.0,5.5,2.5,8.0,8.1
KOOPYYHXFKXQUIBAIRRP,9.0,4.4,0.9,8.8,5.6,6.6,9.7,6.6,1.2,8.4,7.3,7.1,8.2,2.4,3.5
OGSXXDZIAQIIHCFJOHBS,6.4,1.4,1.1,3.9,1.2,9.6,3.6,4.8,6.7,2.8,2.6,8.5,4.0,8.7,0.8
OBHFJGBKVVBOMNSHWZUI,8.3,1.9,0.8,5.0,3.7,8.7,8.8,0.3,5.5,5.9,1.8,9.8,9.3,5.1,1.3
AKDHCKSOVMGXEOILHBCJ,9.1,4.9,1.2,5.2,3.0,5.9,0.5,8.6,7.3,5.7,8.9,5.9,1.0,6.4,8.3
BIKTHNTVDFAWGWVGEIEA,8.7,7.0,0.4,2.7,8.9,3.8,9.7,0.8,7.2,8.3,1.5,8.6,0.5,4.9,1.2
THAITVYOKVNKALVUDVDU,5.4,7.7,8.4,2.4,2.4,1.4,0.0,3.9,9.0,6.8,7.1,3.0,6.4,2.4,6.3
FMOEFAWWZSLEGIKWTVXC,7.8,1.8,2.3,2.6,0.5,1.6,5.7,9.7,5.0,2.6,7.2,4.7,5.6,5.2,7.6
AYFPNIHNZDQJCESCUDXM,3.0,1.3,1.9,2.2,9.0,8.8,1.3,8.1,3.4,7.5,4.4,1.2,0.8,7.5,4.1
FMBHBNSEWNUASLUWDJWZ,7.1,3.2,9.8,6.9,8.9,7.0,3.5,9.9,3.3,8.2,4.6,9.5,8.1,3.4,5.1
TWZNCFUGMKWOZLYKTZOU,7.5,9.4,9.3,1.9,2.8,9.3,6.0,3.3,8.8,9.1,7.9,7.4,8.9,9.4,0.1
UWDVNTDJJYBIRVOCJNAW,8.1,8.8,6.4,2.5,0.8,3.4,5.3,6.3,9.6,0.7,5.1,3.3,3.2,1.1,5.3
ZVKJJRKIPFZJAYSDGUMK,3.3,7.8,7.3,3.0,6.6,6.0,4.1,8.3,4.8,2.5,2.8,5.1,6.4,5.0,0.3
JGUJDMUHSZDAMFHVMDOS,1.2,2.1,0.5,6.1,9.1,6.7,5.4,6.4,2.5,1.6,0.5,7.6,9.2,1.1,8.3
JGJECQXDAEXXVCUTAFFA,3.1,3.8,9.2,2.5,1.4,7.3,0.1,2.0,9.0,7.1,3.5,7.2,3.4,8.6,0.9
SOJJXOXMSRRDGYJIEWET,4.0,5.8,4.5,2.6,5.1,0.2,3.5,6.8,1.2,0.3,6.5,4.6,2.4,8.9,8.2
QRCVQRDKSBLTFBGMMGLI,9.6,4.1,8.6,9.6,9.0,4.3,2.0,7.4,2.3,8.2,8.0,3.4,5.8,2.3,1.5
AZFMSLHXIZBBDMBGSBHI,9.2,6.7,6.6,9.1,4.1,0.0,6.9,5.5,7.5,5.2,7.0,1.9,6.2,9.4,1.6
GNZVBEXTBUGWRWUGTNDO,7.3,8.5,0.1,1.9,4.9,3.8,7.8,3.7,2.1,2.6,5.6,4.1,6.7,9.5,7.0
NYEWJKHXIELDYIRKVFLL,1.6,4.2,1.5,0.1,5.6,1.0,2.6,5.2,8.9,0.2,9.2,4.2,3.9,4.2,8.9
CUEPNVTQGEQVNIKGMJKR,6.4,8.3,3.9,1.6,0.6,8.4,4.0,6.0,9.0,7.1,6.4,9.7,1.7,7.5,2.3
ZLXFVTHTIRWIEFYIAWRO,0.2,7.1,1.0,2.6,0.7,5.8,9.0,7.8,6.8,7.8,2.8,8.1,5.0,6.5,9.9
MEJZZXVGCPXIJDWLFSEG,6.8,9.4,9.2,6.0,9.8,6.3,1.6,2.0,1.0,2.5,3.3,8.1,4.8,0.5,5.6
GSJBRRDMECIPHYFPMJDF,2.0,7.6,8.0,8.2,4.5,0.8,1.8,3.9,3.5,6.2,0.5,3.8,0.3,0.3,0.7
KKKJAKKRDFYUWXWBOCDH,9.0,9.5,5.7,7.4,7.1,9.2,6.3,8.6,8.9,2.9,5.9,0.2,0.5,6.8,3.5
TWSNMCBMAOYRSEPGSMZC,7.0,4.3,5.2,4.8,1.5,5.5,2.1,7.0,8.0,7.6,8.5,4.7,5.9,6.7,4.5
ZMERXXRASZTJNTSYPKWW,0.7,3.4,4.6,0.8,3.6,7.8,9.3,6.9,0.4,2.6,6.4,7.7,1.6,0.0,0.7
AWBEXYKAMGOPZIDQAQYA,9.7,5.8,1.8,9.0,5.2,9.5,2.2,5.3,4.0,9.8,0.0,9.6,4.0,3.7,5.0
DSSKTMUPNJLUUWDRZSAD,4.4,6.8,8.3,3.2,2.6,6.2,6.8,3.6,1.1,8.8,5.0,1.3,0.0,3.2,9.2
EBDATOMZAJOTYZOPWPEC,6.9,3.0,0.7,1.0,1.6,1.9,1.9,5.1,2.2,9.3,7.2,8.9,1.9,3.2,0.2
TPSQRVXSEMALVGSUEOVC,3.9,6.8,6.1,7.4,3.9,5.3,4.9,9.4,2.3,4.3,4.6,1.3,2.0,6.5,9.2
WCNXEVRWOQGAUUNFNAQM,3.7,5.7,2.1,5.0,8.6,5.9,6.6,9.4,4.5,6.5,0.6,6.8,5.1,7.2,8.6
ZUZMAMMIIHXQMEGSOKEI,3.5,9.5,6.3,3.2,6.0,3.3,3.3,1.9,8.8,9.8,5.5,1.1,5.5,0.6,6.7
YSAJMZPTAKQGLULKYRDG,0.8,2.0,7.8,7.7,9.2,5.3,0.9,4.7,9.5,4.2,4.8,8.9,9.4,2.4,0.8
UYWTBTDMXFSXTQAGOEDV,1.3,4.0,3.7,4.5,5.5,9.8,5.2,3.3,3.9,9.0,0.9,2.9,0.6,9.5,2.8
MYZHZAIGOQMGPHDVZFZO,1.3,7.0,3.7,2.9,4.6,1.1,1.3,0.7,6.7,4.6,5.6,1.3,4.1,2.7,1.7
USFGWQTESXBRUIGQYKFN,5.2,9.1,6.4,3.2,1.4,7.6,2.2,3.0,1.8,9.5,4.8,6.8,1.3,9.7,8.7
UHSATLDNGKZPWZUGPJSY,5.5,0.3,5.0,9.5,2.5,3.5,1.3,0.5,3.5,5.2,7.1,7.9,10.0,5.9,4.9
HHLYJTBFGWDLNESCALHA,3.0,9.1,6.5,4.8,0.7,5.9,9.9,1.9,7.3,6.3,8.3,3.9,3.3,6.6,7.9
PSHNEZRFCIIIOMBIGWNK,8.7,0.0,2.3,0.1,4.2,6.5,1.1,7.8,9.5,7.7,7.3,7.2,3.5,7.5,6.4
IUISLEGVFZZPTJDFXUCB,8.0,4.3,6.7,7.6,3.8,3.1,1.0,9.2,9.6,6.4,5.8,3.4,2.0,5.8,0.6
CCXQZPIKJYMJFICIBAWH,0.4,4.4,9.9,7.7,5.3,7.7,9.6,8.3,6.6,7.5,3.6,5.4,5.8,6.2,2.8
DDAVRMGLTNSDAQAKATSV,8.1,2.1,9.3,5.7,5.9,6.3,7.2,4.4,0.7,6.8,2.4,5.6,9.0,2.5,9.6
SEUXEWKZLTKALYJBGMXC,8.2,0.6,7.7,5.3,8.8,7.2,1.5,0.4,5.4,5.2,1.1,5.7,8.8,2.8,6.8
YMCHEJWQHZLWVRHFWTMR,4.3,5.2,3.0,7.5,2.7,10.0,3.7,3.2,4.1,7.5,8.8,0.2,5.9,2.2,6.1
PWFZGBJZGWZXRXRWTKGI,3.3,1.5,7.6,5.2,9.0,2.0,8.0,9.4,8.8,4.2,5.5,6.9,0.1,6.7,9.3
XAYPAXUUVFZLYCSNALWY,7.3,9.7,5.2,0.2,6.1,6.8,8.2,8.4,7.3,8.7,3.2,5.7,5.6,6.6,1.1
VMRBMLWJWXECQDBGAXCB,8.4,8.7,0.7,4.2,3.9,6.8,3.9,7.9,8.5,4.6,1.3,4.8,8.0,7.1,1.5
FZITSXHIHQHJJILXYYKT,7.0,1.4,8.6,7.1,3.6,3.6,2.7,9.6,8.4,5.3,1.0,9.2,7.4,0.2,9.0
GXJIIIUPFKXJDLMYTRRF,0.7,6.1,1.0,4.6,9.7,2.2,3.2,6.1,8.4,4.5,7.3,5.1,8.4,4.7,5.9
NQOQTHTTTTUYRHZJABOM,3.9,4.7,4.7,7.4,1.9,5.4,7.2,5.6,6.9,0.3,8.0,1.3,4.7,2.4,6.0
NPALGINLQDWGCIOYJROP,7.4,6.7,7.6,6.0,9.3,0.4,7.2,5.7,9.7,8.9,2.8,5.4,5.3,9.4,3.9
KJNSXMCJSYLGTXRZPIYT,3.9,1.6,4.2,5.6,0.4,7.9,4.1,6.1,9.1,8.1,1.8,6.0,7.8,4.2,4.5
OWEMEBTYCHWPXKQFTBFT,3.1,4.2,1.4,8.1,2.5,4.6,2.1,4.9,9.2,3.3,9.0,1.8,4.7,2.7,6.9
ZDRXSEQQPRITRWXPZXCT,10.0,7.7,9.4,0.3,7.5,5.9,8.2,6.7,4.4,7.5,4.8,0.6,2.7,10.0,0.3
TVAPOUEHZYRCDEXTLBCJ,8.5,1.7,5.7,7.6,4.2,0.8,7.7,6.5,5.9,8.3,0.5,3.8,3.9,0.6,9.8
MEGDOVQLTBCYWJRIYADV,0.7,0.3,7.7,8.3,4.8,5.4,0.3,5.0,4.0,6.5,3.0,7.8,6.9,3.5,7.5
